Duration (in seconds),LocationLatitude,LocationLongitude,QualtricsFraudScore,Age,Male,Female,NonBinary,CollegeEducation,Hispanic,White,Black,Native,Asian,AAPI,RaceNA,LibCon,IncomeUAS,ManipText,ControlText,GovEnvSpend,EnvReg,GovActionRisingTemps,Hopeful,Fearful,Sadness,Helplessness,Guilty,Optimistic,Skepticism,Angry,ImportantLeavePositiveLegacy,ImportantPositiveSocietyImpact,CareFutureGenerationsThoughts,ClimateImpactFutureGenerations,CandidateVote,Serious
46,39.7142,-84.1309,0,18,Male,,,"No, I do not have a college degree",No,,Black or African America,,,,,4,15000,,,,,,,,,,,,,,,,,,,
40,42.5575,-71.1736,0,62,,Female,,"No, I do not have a college degree",No,White,,,,,,4,50000,,,,,,,,,,,,,,,,,,,
50,39.9508,-82.9329,0,60,,Female,,"Yes, I have a college degree",No,White,,,,,,2,150000,,,,,,,,,,,,,,,,,,,
43,26.6462,-81.8455,0,79,Male,,,"Yes, I have a college degree",No,White,,,,,,2,150000,,,,,,,,,,,,,,,,,,,
24,42.6563,-83.1231,0,40,,Female,,"Yes, I have a college degree",No,White,,,,,,3,100000,,,,,,,,,,,,,,,,,,,
44,35.9746,-83.9052,0,40,,Female,,"Yes, I have a college degree",No,White,,,,,,4,100000,,,,,,,,,,,,,,,,,,,
40,35.2296,-80.843,0,45,,Female,,"Yes, I have a college degree",No,White,,,,,,4,40000,,,,,,,,,,,,,,,,,,,
21,36.0102,-115.2183,0,49,Male,,,"Yes, I have a college degree",No,White,,,,,,2,100000,,,,,,,,,,,,,,,,,,,
24,43.0037,-78.8496,0,69,,Female,,"Yes, I have a college degree",No,White,,,,,,4,60000,,,,,,,,,,,,,,,,,,,
145,40.4642,-80.6009,0,60,,Female,,"No, I do not have a college degree",No,White,,,,,,4,150000,,,,,,,,,,,,,,,,,,,
34,35.3196,-80.7487,0,57,,Female,,"Yes, I have a college degree",No,White,,,,,,4,30000,,,,,,,,,,,,,,,,,,,
352,40.4148,-74.3654,0,37,Male,,,"No, I do not have a college degree",No,,Black or African America,,,,,7,30000,,"Put it the pot, let ‘em cook a lil, put a little butter, some peppper, scramble them, serve them, delicious , make sure they are room temp, let them cook, flip them a few times, then serve them , depending on what type of eggs your cooking, different eggs call for different ways to make them, it depends, over easy put them in, crack the egg, there in the pan, cooking on one side, then flip them, cooking on the other side, cook them long enough, both sides, they should be good to go, scrambled is a different way, as long as you make them the right way, both delicious ",7,5,6,5,4,3,3,2,4,3,2,5,5,4,6,Donald Trump,Yes
45,42.9827,-70.9472,0,62,Male,,,"Yes, I have a college degree",No,White,,,,,,2,200000,,,,,,,,,,,,,,,,,,,
427,33.9371,-84.0785,0,62,,Female,,"Yes, I have a college degree",No,White,,,,,,5,75000,,"Take out the pan and coat with butter or a cooking spray.  Take out the eggs from the refrigerator and crack them into a bowl.  Add a splash of milk and stir.  Stir in some shredded cheese.  Heat the pan and pour in the egg mixture.  With a spatula, turn egg mixture over itself several times.  Continue to scrap the pan and turn the eggs.  Once all eggs are cooked through - no more liquid - turn pan off and place eggs on plate.  Serve with bacon and biscuits.",2,4,1,2,1,1,1,1,3,1,1,4,4,2,2,Donald Trump,Yes
39,42.2284,-87.9722,0,62,Male,,,"Yes, I have a college degree",No,White,,,,,,4,150000,,,,,,,,,,,,,,,,,,,
303,33.3322,-111.9942,0,75,,Female,,"No, I do not have a college degree",No,White,,,,,,5,75000,"I want to be remembered as a good mother to my son and I want to be remembered as a good wife to my husband. I want to be remembered as kind, loving and fair minded. I want to be remembered as a loving dog and cat owner, putting my pets comfort and health above even my own. Most of all I want to be remembered by my son, long after I am gone. I want him to know how much he was loved by me and his dad, unconditionally for forever and beyond.",,1,1,2,3,1,1,1,1,4,5,3,5,2,2,2,Donald Trump,Yes
55,41.776,-72.5283,0,55,,Female,,"No, I do not have a college degree",No,White,,,,,,4,75000,,,,,,,,,,,,,,,,,,,
27,38.1551,-79.0608,0,43,,Female,,"Yes, I have a college degree",No,White,,,,,,3,30000,,,,,,,,,,,,,,,,,,,
100,39.1361,-77.2824,0,24,,Female,,"Yes, I have a college degree",No,,Black or African America,,,,,3,150000,,,,,,,,,,,,,,,,,,,
31,30.4566,-84.3223,0,67,Male,,,"Yes, I have a college degree",No,White,,,,,,4,100000,,,,,,,,,,,,,,,,,,,
34,38.9034,-76.9882,0,63,,Female,,"Yes, I have a college degree",No,White,,,,,,2,200000,,,,,,,,,,,,,,,,,,,
333,29.4553,-98.5677,0,70,,Female,,"No, I do not have a college degree",Yes,,Black or African America,,,,,6,20000,A Nurse taking care of  people and family forever and friends who will help with the company Healthcare profeprofesbe. Able to get it done by the future and will make good service and great experience with the company and the platform that will provide the future and success and earn more profits and the amount ,,6,7,7,4,5,4,4,4,4,5,4,7,7,7,6,Kamala Harris,Yes
66,42.3797,-71.1034,0,63,Male,,,"Yes, I have a college degree",No,White,,,,,,3,100000,,,,,,,,,,,,,,,,,,,
108,42.1126,-75.9305,5,66,Male,,,"No, I do not have a college degree",No,White,,,,,,2,50000,,,,,,,,,,,,,,,,,,,
38,39.1063,-76.866,0,73,Male,,,"Yes, I have a college degree",No,White,,,,,,2,60000,,,,,,,,,,,,,,,,,,,
44,41.5845,-84.6055,0,67,,Female,,"Yes, I have a college degree",No,White,,,,,,1,60000,,,,,,,,,,,,,,,,,,,
43,39.2126,-76.7136,0,60,Male,,,"Yes, I have a college degree",No,White,,,,,,4,100000,,,,,,,,,,,,,,,,,,,
68,40.9148,-74.3838,0,88,Male,,,"Yes, I have a college degree",No,White,,,,,,3,150000,,,,,,,,,,,,,,,,,,,
39,41.0593,-74.7429,0,67,,Female,,"Yes, I have a college degree",No,White,,,,,,2,40000,,,,,,,,,,,,,,,,,,,
47,43.1963,-86.2717,0,37,,Female,,"No, I do not have a college degree",No,White,,,,,,2,7500,,,,,,,,,,,,,,,,,,,
155,29.4187,-98.6882,0,55,,Female,,"No, I do not have a college degree",Yes,White,,,,,,4,20000,,,,,,,,,,,,,,,,,,,
56,42.3888,-83.1895,5,77,,Female,,"Yes, I have a college degree",No,White,,,,,,1,75000,,,,,,,,,,,,,,,,,,,
43,43.0842,-75.2287,0,65,,Female,,"No, I do not have a college degree",No,White,,,,,,4,100000,,,,,,,,,,,,,,,,,,,
164,37.9655,-87.5493,0,72,,Female,,"No, I do not have a college degree",No,White,,,,,,4,40000,,,,,,,,,,,,,,,,,,,
61,39.9242,-75.0193,0,58,,Female,,"Yes, I have a college degree",No,White,,,,,,4,75000,,,,,,,,,,,,,,,,,,,
134,35.1947,-80.744,0,60,,Female,,"No, I do not have a college degree",No,,Black or African America,,,,,4,35000,,,,,,,,,,,,,,,,,,,
74,40.4992,-74.4996,0,80,,Female,,"No, I do not have a college degree",No,,,,Asian,,,4,7500,,,,,,,,,,,,,,,,,,,
29,41.212,-96.1101,0,25,,Female,,"Yes, I have a college degree",No,White,,,,,,4,25000,,,,,,,,,,,,,,,,,,,
37,41.5557,-72.6632,0,60,,Female,,"No, I do not have a college degree",No,White,,,,,,4,60000,,,,,,,,,,,,,,,,,,,
304,40.7256,-74.1594,0,48,,Female,,"No, I do not have a college degree",No,White,Black or African America,,,,,5,150000,"I want to be remembered for being a Disciple of Jesus Christ and that I helped so many people find God, peace and happiness.  I want to be remembered as compassionate and empathetic and that I love to smile.  I love to sing and dance and I love to make people's days better.  To me being remembered for things that don't matter like money and fame are the most important ",,4,4,4,3,3,3,3,3,3,3,3,4,5,4,4,Donald Trump,Yes
64,33.4849,-86.8596,0,70,,Female,,"Yes, I have a college degree",No,White,,,,,,3,50000,,,,,,,,,,,,,,,,,,,
961,38.0012,-84.5325,0,75,Male,,,"Yes, I have a college degree",No,White,,,,,,6,100000,I would like to be remembered for being a very good physical education teacher and convincing my elementary K-5 students that exercise is so important.   They should find sports that they can enjoy for the rest of their lives.  I tried to teach them to be good sports and be nice to people.  I told them how they should eat healthy foods and get plenty of sleep.  I also taught them how to listen and respect their parents and to listen and obey them.  I also taught them how to love each other and how to reach out and help each other.   I also wanted to be remembered as a person with good morals and loved my Lord and Savior. I wanted them to see how I attended church weekly and took part in church activities.  I wanted them to know that I loved them very much and enjoyed being their teacher.,,4,4,5,3,1,1,1,1,3,2,1,7,7,7,5,Donald Trump,Yes
80,42.167,-76.8205,0,74,Male,,,"No, I do not have a college degree",No,White,,,,,,4,50000,,,,,,,,,,,,,,,,,,,
45,41.5557,-72.6632,0,67,,Female,,"Yes, I have a college degree",No,White,,,,,,1,150000,,,,,,,,,,,,,,,,,,,
58,39.4826,-75.0027,0,41,,Female,,"Yes, I have a college degree",No,White,,,,,,4,40000,,,,,,,,,,,,,,,,,,,
75,29.9891,-97.8772,0,77,,Female,,"Yes, I have a college degree",No,White,,,,,,3,75000,,,,,,,,,,,,,,,,,,,
38,39.0828,-77.1674,5,53,Male,,,"Yes, I have a college degree",No,,,,Asian,,,2,200000,,,,,,,,,,,,,,,,,,,
24,34.0318,-118.4252,0,72,,Female,,"Yes, I have a college degree",No,White,,,,,,2,100000,,,,,,,,,,,,,,,,,,,
65,40.7718,-74.2098,0,74,,Female,,"Yes, I have a college degree",No,White,,,,,,4,50000,,,,,,,,,,,,,,,,,,,
46,35.2296,-80.843,0,54,,Female,,"No, I do not have a college degree",No,White,,,,,,4,25000,,,,,,,,,,,,,,,,,,,
1044,33.5879,-86.3384,0,66,,Female,,"No, I do not have a college degree",No,White,,,,,,5,35000,,"The first  thing you do is take your eggs from the refrigerator. Then you get a mixing bowl if you are going to scramble them.  Put your pan on the cook stove to heat.I spray my pan with cooking spray .
  The next step is to crack  your eggs being careful  not to get shells in your egg mixture. Then take your wisk or a fork beat the eggs all together,add salt, pepper and small amount of milk mix all together good .If your pan has been turned on and ready pour the mixture into the hot pan.Using a spatula move the mixture around in the pan till fluffy and done. Serve on a plate  with  whatever you like like.",2,5,3,3,1,1,1,1,3,2,1,5,3,5,4,Donald Trump,Yes
55,42.1122,-71.8583,0,62,,Female,,"Yes, I have a college degree",No,White,,,,,,4,75000,,,,,,,,,,,,,,,,,,,
38,40.3685,-80.0504,0,62,Male,,,"No, I do not have a college degree",No,White,,,,,,3,25000,,,,,,,,,,,,,,,,,,,
56,41.2884,-95.9972,0,74,,Female,,"No, I do not have a college degree",No,White,,,,,,4,20000,,,,,,,,,,,,,,,,,,,
89,42.1139,-80.1499,0,56,,Female,,"No, I do not have a college degree",No,White,,,,,,1,20000,,,,,,,,,,,,,,,,,,,
372,32.3736,-86.1833,0,57,Male,,,"Yes, I have a college degree",No,White,,,,,,5,200000,,"Put a small amount of butter in a frying pan and place pan on medium heat.  Crack two eggs and let sit until edges get slightly brown.  Flip eggs without breaking the yolk.  Let cook on second side of about a minute.  Put on plate and eat.
With the eggs include two pieces of toast.  Put bread in toaster and let toast until medium brown - about 3 minutes.  When toast is done add butter and strawberry jelly to each slice of toast.  Add toast to your plate with the eggs. 
When eating. Place one egg on each slice of toast.  Crack the yolk on each slice of toast.  Eat the toast and egg.

",2,2,2,2,2,2,2,2,2,2,2,4,4,5,6,Donald Trump,Yes
446,45.3733,-84.9553,0,70,,Female,,"Yes, I have a college degree",No,White,,,,,,7,200000,,"To cook a boiled egg with a runny yolk, you first fill a small saucepan with about 3 cups of water.  Put the saucepan on the stove top on high and wait for the water to come to the boil.  Once the water is boiling, carefully place the egg in the boiling water ensuring it does not crack.  Turn the heat down to about medium and let the water boil the egg for approximately 7 minutes.  Once the egg has boiled for 7 minutes (and about half way through, check to make sure there is still plenty of water in the pot - if the water is getting low, add about another cup of water) take the pot off the stove and drain the hot water off the egg.  Add cold water to the saucepan and let the egg sit in the cold water for about a minute.  Once you can handle the egg (it is not too hot), take the egg out of the saucepan and take the shell off.  make sure you take off the ""skin"" of the egg too.  Then place your egg on a piece of buttered toast, cut open the egg and spread on the toast, add salt and pepper and enjoy!",2,2,2,2,1,1,3,1,3,4,1,6,5,3,3,Donald Trump,Yes
181,37.751,-97.822,0,40,,Female,,"Yes, I have a college degree",No,White,,,,,,7,150000,"I hope people remember that I always tried to learn and grow. I want to be remembered for my curiosity and my desire to improve, even when things were difficult.

So, when you read this, I hope you smile and know that I lived with the hope of making the world just a little bit brighter for you and for everyone else.",,7,7,7,5,1,1,1,1,5,1,1,7,7,7,7,Donald Trump,Yes
774,27.1965,-80.2583,0,59,,Female,,"No, I do not have a college degree",No,White,,,,,,3,200000,,,,,,,,,,,,,,,,,,,
490,37.5235,-77.3158,0,60,,Female,,"Yes, I have a college degree",No,White,,American Indian or Native Alaskan,,,,6,100000,,"I don’t eat eggs, and my partner won’t eat eggs if I make them, cuz apparently I can’t cook tthem right.  I can, however boil eggs to make a fairly decent egg salad.  He will eat that between two slices of toast.  Especially if it is my homemade English muffin bread.  Myself, I eat a banana or some yoghurt or both with blueberries and sliced almonds sprinkled in.  And coffee… Pumpkin Spice with foamed pumpkin spice creamer.",1,2,1,1,1,1,1,1,2,1,1,4,3,5,2,Donald Trump,Yes
285,34.224,-82.1625,0,71,,Female,,"No, I do not have a college degree",No,White,,,,,,7,50000,"Loving Jesus and loving people like Jesus. 
If we love others and give them the grace of Jesus that is a legacy. To me that will be the greatest ever to be the woman who shows love to everyone. The Bible says love covers a multitude of things so if we reach out in love it could help with hurt, sadness or whatever someone else may be feeling.  ",,3,4,4,3,2,1,2,1,4,3,3,7,4,6,4,Donald Trump,Yes
68,32.7123,-96.7939,0,55,,Female,,"No, I do not have a college degree",No,,Black or African America,,,,,4,25000,,,,,,,,,,,,,,,,,,,
479,26.5559,-82.0214,0,62,Male,,,"No, I do not have a college degree",No,White,,,,,,5,25000,I am a fiscal social conservative but also a big environmentalist.I recycle 100 percent of my recycling and harp on other people to follow suit.I volunteer a lot because i love to help people.I Love politics and was fortunate to be invited and speak at a Ron Desantis press conference.I am filled with cancer and is receiving treatment but i have a positive attitude.I strive in my life to be kind and friendly to others around me.I am a old fashioned person.When i die i want people what a great man he was.,,7,7,7,5,5,5,5,1,1,4,5,7,7,7,7,Donald Trump,Yes
378,28.3774,-81.1888,0,71,,Female,,"Yes, I have a college degree",No,White,,,,,,5,75000,,"Spray a frying pan with Pam or take a half a tablespoon of butter.  Break two eggs in a bowl.  Add a splash of milk and a dash of salt to the eggs.  With a wire whisk beat the egg mixture until frothy.  Heat the pan over medium-high heat.  When the pan is hot, add the egg mixture.  With a spatula, periodically stir the egg mixture so that the eggs get scrambled while cooking.  The eggs are finished when they are no longer runny.  Nothing worse than wet scrambled eggs!  Put on a plate and serve",1,1,1,1,1,1,1,1,2,5,1,5,4,3,2,Donald Trump,Yes
649,42.7239,-83.4232,0,83,,Female,,"No, I do not have a college degree",No,White,,,,,,7,5000,,"It would make a difference in the way I cook eggs for breakfast. It would depend on how you like your eggs-over easy or well done. I prefer scrambled eggs and the way I make them is with cheese and ham. I never use milk in my scrambled eggs, just simply break the eggs, add a handful of diced ham and cheddar cheese, add salt and pepper and whip together. Add a small amount of butter to the skillet, add the egg mixture and stir until the eggs are no longer shiny. If you prefer over easy eggs instead I butter my pan, add the eggs, salt and pepper and when they are done on the one side, I add a little water and cover with lid for 1 minute-you should end up with perfect easy-over eggs.",1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,Donald Trump,Yes
59,41.1144,-74.0429,0,67,,Female,,"Yes, I have a college degree",No,White,,,,,,4,150000,,,,,,,,,,,,,,,,,,,
133,37.8117,-80.4434,0,68,Male,,,"Yes, I have a college degree",No,White,,,,,,4,25000,,,,,,,,,,,,,,,,,,,
547,38.3171,-88.9137,0,71,,Female,,"No, I do not have a college degree",No,White,,American Indian or Native Alaskan,,,,6,50000,"I don't wNt them to remember me.  I want them to remember my children.
If I'm to be remembered I want it to be for pushing higher education and starting a new memorial scholarship for science majors.  Science will lead the country and the world into the next century and our next big steps as humands.",,4,4,3,1,1,3,2,2,2,3,1,3,3,4,1,Donald Trump,Yes
536,35.2072,-80.9568,0,55,Male,,,"No, I do not have a college degree",No,,Black or African America,,,,,5,150000,Being a kind and loving person who put friendship and honor above all things but God! A person who lived his life with pride and justice for all people all colors and sex! Plus I would want my military family to know I served the USA to the best of my ability and gave my all for the army the USA and the military!,,2,2,4,3,1,1,1,1,4,2,1,7,7,7,5,I did not vote,Yes
57,38.9267,-76.9758,0,59,Male,,,"No, I do not have a college degree",No,,Black or African America,,,,,4,25000,,,,,,,,,,,,,,,,,,,
24,41.5412,-88.0546,0,42,,Female,,"Yes, I have a college degree",No,White,,,,,,4,100000,,,,,,,,,,,,,,,,,,,
51,41.4745,-75.5649,0,68,,Female,,"Yes, I have a college degree",No,White,,,,,,4,40000,,,,,,,,,,,,,,,,,,,
56,30.0035,-90.0607,0,75,Male,,,"Yes, I have a college degree",No,White,,,,,,4,60000,,,,,,,,,,,,,,,,,,,
34,42.9762,-77.9888,0,60,,Female,,"No, I do not have a college degree",No,White,,,,,,4,35000,,,,,,,,,,,,,,,,,,,
612,39.3394,-94.229,0,65,Male,,,"Yes, I have a college degree",No,White,,,,,,7,200000,,I whip three eggs into a bowl add shredded cheese cup of milk and spices. I put into microwave for 2 minutes. I then stir and cook for another 2 minutes. I then serve with salt and pepper. You can add green and red peppers diced onions and garlic  before cooking in microwave if you wish. You can also add sausage or bacon before cooking. Yummy for you and me!,1,1,1,5,1,1,1,1,5,5,1,7,4,1,1,Donald Trump,Yes
35,42.3491,-71.5431,0,60,,Female,,"No, I do not have a college degree",No,White,,,,,,4,25000,,,,,,,,,,,,,,,,,,,
53,33.4656,-111.9956,0,47,,Female,,"Yes, I have a college degree",No,,Black or African America,,,,,4,15000,,,,,,,,,,,,,,,,,,,
399,42.3634,-71.0713,0,60,Male,,,"Yes, I have a college degree",No,White,,,,,,6,150000,,"Take a pan and grease it with duck fat; allow the duck fat to melt and spread in the bottom of the pan.  Then crack four eggs and fry them over a medium heat - and allow the eggs to swirl around int he pan (you will need to move the pan back and forth.  Flip over lightly if you want it over easy, or cover it for 30 seconds for sunny side. serve with toast and add salt and pepper to taste.",4,4,1,3,1,1,1,1,1,5,1,4,4,4,4,Donald Trump,Yes
42,34.3543,-83.8898,0,72,,Female,,"Yes, I have a college degree",No,White,,,,,,1,50000,,,,,,,,,,,,,,,,,,,
506,39.5372,-76.3605,0,66,,Female,,"Yes, I have a college degree",No,White,,,,,,7,150000,Kindness letting people who need to have a place to live till on feet.  Generosity giving if things if someone wants it.  Faith believing in miracles n healing.  Hope for a better future family very important part of me! Good Italian food n great baking.  Generosity helping those in need.  Putting others first.  Treating others as I want to be treated.,,2,1,1,4,1,1,1,1,1,1,1,7,7,7,1,Donald Trump,Yes
64,30.4594,-87.2075,0,69,Male,,,"Yes, I have a college degree",No,White,,,,,,4,150000,,,,,,,,,,,,,,,,,,,
46,46.6165,-120.7094,0,60,,Female,,"No, I do not have a college degree",No,White,,,,,,4,100000,,,,,,,,,,,,,,,,,,,
517,42.1398,-71.5162,0,66,,Female,,"No, I do not have a college degree",No,White,,,,,,2,150000,,,,,,,,,,,,,,,,,,,
136,47.3957,-122.3036,0,60,,Female,,"No, I do not have a college degree",No,White,Black or African America,American Indian or Native Alaskan,,,,4,20000,,,,,,,,,,,,,,,,,,,
423,32.8545,-97.1359,0,69,,Female,,"Yes, I have a college degree",No,White,,,,,,6,100000,,"Toast one slice of bread, scramble two eggs with bacon bits -butter toast and put a slice of cheddar cheese on the toast. Once eggs are scrambled, put them on top of toast and cheese.  If you don't know how to scramble eggs, break open two eggs in a bowl, whip with a fork, salt and pepper some and add milk.  Heat butter in a skillet and pour in egg mixture and scramble, adding bacon.",2,2,2,3,1,1,1,1,3,1,1,5,5,4,2,Donald Trump,Yes
30,33.8654,-84.3385,0,24,,Female,,"Yes, I have a college degree",Yes,White,,,,,,4,NA,,,,,,,,,,,,,,,,,,,
74,36.0217,-79.7839,0,74,Male,,,"Yes, I have a college degree",No,,Black or African America,,,,,2,35000,,,,,,,,,,,,,,,,,,,
52,37.1632,-79.0736,0,63,,Female,,"Yes, I have a college degree",No,White,,,,,,4,15000,,,,,,,,,,,,,,,,,,,
319,40.5828,-73.9532,0,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,
34,38.2373,-81.551,0,77,,Female,,"No, I do not have a college degree",No,White,,,,,,3,50000,,,,,,,,,,,,,,,,,,,
62,37.7585,-122.1856,0,65,,Female,,"Yes, I have a college degree",No,White,,,,,,1,40000,,,,,,,,,,,,,,,,,,,
59,32.5484,-85.4682,0,30,Male,,,"Yes, I have a college degree",No,White,,,,,,2,150000,,,,,,,,,,,,,,,,,,,
108,38.8585,-104.7162,0,67,Male,,,"No, I do not have a college degree",No,White,,,,,,4,30000,,,,,,,,,,,,,,,,,,,
91,33.8513,-84.287,0,36,Male,,,"Yes, I have a college degree",No,,Black or African America,,,,,4,15000,,,,,,,,,,,,,,,,,,,
43,40.6713,-73.8943,5,50,,Female,,"No, I do not have a college degree",No,,Black or African America,,,,,4,50000,,,,,,,,,,,,,,,,,,,
495,32.79,-108.2749,0,49,Male,,,"Yes, I have a college degree",No,White,,,,,,5,100000,"I want to be remembered for my friendships that I have ben blessed with over the years. I also want to be remembered for my philanthropy. Even though it wasn't big bucks. I did try to spread it around when I was flush. Life is precious and is fleeting. Value your time on planet earth. Revel in the ups and down it offers. Learn from your mistakes. Always, always pick yourself up, dust yourself off and get back on the big, wonderful and exciting horse called life. I bought a ticket did you? I don't know what else to say. I just woke up and sipping coffee. My brain is still not firing at total capacity. I'm just typing. ",,5,4,4,3,2,2,1,1,3,2,2,6,5,7,5,Kamala Harris,Yes
26,42.8354,-78.7573,0,75,,Female,,"No, I do not have a college degree",No,White,,,,,,4,25000,,,,,,,,,,,,,,,,,,,
34,36.9363,-84.0986,0,47,Male,,,"Yes, I have a college degree",No,White,,,,,,4,60000,,,,,,,,,,,,,,,,,,,
56,42.2256,-83.3959,0,78,,Female,,"Yes, I have a college degree",No,White,,,,,,4,35000,,,,,,,,,,,,,,,,,,,
54,41.5548,-87.6593,0,42,,Female,,"Yes, I have a college degree",No,,Black or African America,,,,,4,30000,,,,,,,,,,,,,,,,,,,
46,39.9943,-75.1181,0,73,,Female,,"Yes, I have a college degree",No,,Black or African America,,,,,1,25000,,,,,,,,,,,,,,,,,,,
52,44.0185,-121.2984,0,40,,Female,,"Yes, I have a college degree",No,White,,,,,,3,150000,,,,,,,,,,,,,,,,,,,
31,41.8304,-72.7199,0,43,,Female,,"Yes, I have a college degree",No,White,,,,,,2,100000,,,,,,,,,,,,,,,,,,,
32,35.9843,-77.9595,0,45,,Female,,"No, I do not have a college degree",No,,Black or African America,,,,,1,75000,,,,,,,,,,,,,,,,,,,
581,27.9448,-82.2409,0,66,,Female,,"Yes, I have a college degree",No,White,,,,,,6,200000,"I would like to be remembered for being a person of integrity and who extended kindness to others.  It is important to me to lead by example.  We all have needs in our lives and we can help each other achieve those needs.  Time is precious commodity that we all have to give to others.  Some people just need us to listen to them and it will help them get through their day.  Always give of your talents to others.  I have tried to live my life in a common sense manner striving to be the best me I can.  I do not wish to be someone else or have others things or lifestyle.  I have worked to get what I have.  I would like others to recognize my work ethic.  It is important not to believe you deserve things or are entitled to things.  Set your goals high, work for them, and if you only get half way there you are still doing great.  ",,4,4,4,3,2,1,2,1,4,3,1,6,6,4,4,Donald Trump,Yes
94,39.0013,-76.888,0,75,,Female,,"Yes, I have a college degree",No,White,,,,,,2,50000,,,,,,,,,,,,,,,,,,,
60,42.7227,-73.8178,0,62,,Female,,"Yes, I have a college degree",No,White,,,,,,4,75000,,,,,,,,,,,,,,,,,,,
21,30.2532,-82.2706,0,24,,Female,,"Yes, I have a college degree",No,White,,,,,,1,5000,,,,,,,,,,,,,,,,,,,
489,36.0958,-79.2743,0,69,Male,,,"No, I do not have a college degree",No,White,,,,,,5,60000,By 2050 there may be people living on a different planet. There will be more machines that think like people.Computers will tell people what they need to know and hope it is true.That is starting to happen now with all the AI technology.It is already starting to happen and it is hard to tell if it is a real person or a computer giving you the information.,,6,6,6,3,4,4,4,3,2,2,4,5,5,6,6,Kamala Harris,Yes
52,26.2472,-80.2045,0,54,,Female,,"Yes, I have a college degree",No,,Black or African America,,,,,2,100000,,,,,,,,,,,,,,,,,,,
954,33.5325,-83.8547,0,69,,Female,,"No, I do not have a college degree",No,White,,,,,,7,35000,"Loving and following Jesus Christ as my Savior.  Loving and helping my family when they are in need.  Someone who participated in surveys even though it is not always fun.  Life is like a box of chocolates, you never know what to expect out of every day.  Life sometimes asks a lot out of you, but, depending on what it asks, it can be worth it.",,1,4,3,1,1,1,1,1,1,1,1,2,2,4,4,Donald Trump,Yes
35,28.6344,-81.6221,0,54,,Female,,"Yes, I have a college degree",No,White,,,,,,4,20000,,,,,,,,,,,,,,,,,,,
86,43.1806,-77.5948,0,52,Male,,,"No, I do not have a college degree",No,,Black or African America,,,,,4,30000,,,,,,,,,,,,,,,,,,,
119,30.4462,-87.2624,0,53,,Female,,"No, I do not have a college degree",No,White,,,,,,4,12500,,,,,,,,,,,,,,,,,,,
50,36.0432,-95.8072,0,79,,Female,,"No, I do not have a college degree",No,White,,,,,,4,150000,,,,,,,,,,,,,,,,,,,
36,27.3678,-82.5253,5,49,,Female,,"Yes, I have a college degree",No,White,,,,,,4,40000,,,,,,,,,,,,,,,,,,,
587,29.4698,-98.5357,0,39,,Female,,"No, I do not have a college degree",Yes,White,,,,,,7,20000,,I like oil in the pan and crock the egg and cook it then fisinh cook and  eat it and in join it   and the. I will cook on for my mom the same way and let her in  join it  and that all  then I will make more for lunch and it was so good and that all I have to say about the eggs  that Ll I got to say ablitr it  then I will make more tomorrow and I will make them the same way and that all I got to say now ,7,7,7,5,5,5,5,5,5,5,5,7,7,7,7,Kamala Harris,Yes
67,42.2904,-71.0712,0,71,Male,,,"Yes, I have a college degree",No,,Black or African America,,,,,2,30000,,,,,,,,,,,,,,,,,,,
125,43.4205,-88.3409,0,78,,Female,,"No, I do not have a college degree",No,White,,,,,,4,25000,,,,,,,,,,,,,,,,,,,
13,40.7126,-74.0066,55,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,
36,33.1371,-96.7488,0,72,Male,,,"Yes, I have a college degree",No,White,,,,,,4,150000,,,,,,,,,,,,,,,,,,,
95,26.737,-80.2758,0,74,,Female,,"No, I do not have a college degree",No,White,,,,,,3,60000,,,,,,,,,,,,,,,,,,,
25,39.952,-75.1649,25,38,,Female,,"No, I do not have a college degree",No,White,,,,,,4,25000,,,,,,,,,,,,,,,,,,,
146,32.7519,-97.6858,0,51,,Female,,"No, I do not have a college degree",No,White,,,,,,4,20000,,,,,,,,,,,,,,,,,,,
11,33.9764,-117.3341,0,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,
112,41.8233,-71.441,0,76,Male,,,"Yes, I have a college degree",No,White,,,,,,3,100000,,,,,,,,,,,,,,,,,,,
139,40.3699,-74.6381,0,84,,Female,,"Yes, I have a college degree",No,White,,,,,,4,60000,,,,,,,,,,,,,,,,,,,
1151,26.3771,-81.7334,0,66,Male,,,"Yes, I have a college degree",No,White,,,,,,6,150000,,"First, prepare the frying pan. Prepare heat and add butter. Next, crack eggs into bowl. Stir thoroughly to mix the yolks with the whites. Pan should now be on medium-high heat. Pour eggs into pan and stir and flip. When moisture is gone the eggs are done. You can Add shredded cheese and pepper now if you wish.Turn off stove and place on a plate.",3,2,2,4,1,1,1,1,4,5,2,5,5,4,2,Donald Trump,Yes
91,47.6109,-122.3303,0,54,,Female,,"Yes, I have a college degree",No,,Black or African America,,,,,4,NA,,,,,,,,,,,,,,,,,,,
